Timestamp,LDR Value
2023-06-09 22:35:04,123.2
2023-06-09 22:35:06,124.10000000000001
2023-06-09 22:35:08,136.9
2023-06-09 22:35:10,134.9
2023-06-09 22:35:12,129.0
2023-06-09 22:35:14,121.2
2023-06-09 22:35:16,127.1
2023-06-09 22:35:18,131.0
